# num_particles=1000
time,x_est,y_est,x_gt,y_gt,rmse
1768584026.85438,4.91372,1.13750,4.85429,1.30232,0.01834
1768584026.95210,4.86031,1.19825,4.82927,1.39914,0.03394
1768584027.06399,4.85583,1.26842,4.80233,1.49544,0.05527
1768584027.15053,4.80303,1.44017,4.77346,1.59118,0.05017
1768584027.24908,4.75323,1.48513,4.74268,1.68632,0.04428
1768584027.34994,4.81180,1.56904,4.71001,1.78083,0.08375
1768584027.45411,4.82643,1.68512,4.67545,1.87467,0.01773
1768584027.56975,4.71839,1.76520,4.63903,1.96780,0.08417
1768584027.65998,4.61486,1.88717,4.60075,2.06018,0.08835
1768584027.75296,4.64304,1.98261,4.56063,2.15178,0.08416
1768584027.86066,4.59160,2.07352,4.51868,2.24255,0.11915
1768584027.95018,4.57049,2.13526,4.47493,2.33247,0.16360
1768584028.05506,4.53834,2.18166,4.42939,2.42150,0.07686
1768584028.14991,4.46942,2.35589,4.38207,2.50960,0.03678
1768584028.25634,4.46368,2.40819,4.33301,2.59673,0.14743
1768584028.35039,4.43708,2.49231,4.28221,2.68287,0.08955
1768584028.45036,4.41460,2.55982,4.22970,2.76797,0.14975
1768584028.55708,4.33487,2.66136,4.17550,2.85200,0.14960
1768584028.64764,4.27678,2.74190,4.11963,2.93494,0.01379
1768584028.74841,4.17480,2.83823,4.06211,3.01674,0.17658
1768584028.85536,4.15209,2.86480,4.00297,3.09737,0.01399
1768584028.94936,4.04812,3.01657,3.94222,3.17680,0.00857
1768584029.05061,3.99542,3.09331,3.87990,3.25501,0.04076
1768584029.15775,3.92907,3.13823,3.81603,3.33195,0.06177
1768584029.24856,3.87867,3.19325,3.75063,3.40760,0.09085
1768584029.35668,3.73282,3.29546,3.68373,3.48193,0.10081
1768584029.46353,3.67650,3.47591,3.61536,3.55490,0.04584
1768584029.57188,3.63958,3.46961,3.54555,3.62649,0.05464
1768584029.65395,3.66312,3.52835,3.47431,3.69667,0.11148
1768584029.76051,3.51778,3.73446,3.40169,3.76541,0.07966
1768584029.85941,3.45376,3.70513,3.32771,3.83269,0.23162
1768584029.95397,3.53221,3.72394,3.25239,3.89847,0.20580
1768584030.04818,3.43122,3.79662,3.17578,3.96274,0.09769
1768584030.15216,3.34990,3.90437,3.09789,4.02546,0.09186
1768584030.26159,3.12859,4.04155,3.01877,4.08660,0.09109
1768584030.35540,3.05205,4.00181,2.93844,4.14616,0.18984
1768584030.45716,3.06393,4.00371,2.85693,4.20409,0.16108
1768584030.57028,2.94315,4.06804,2.77429,4.26039,0.13189
1768584030.66061,2.88603,4.19033,2.69053,4.31502,0.02302
1768584030.75060,2.79716,4.26301,2.60570,4.36796,0.04484
1768584030.85322,2.73496,4.32104,2.51982,4.41920,0.10423
1768584030.95088,2.62351,4.40860,2.43294,4.46871,0.02718
1768584031.05495,2.53957,4.43787,2.34508,4.51647,0.03215
1768584031.16506,2.42004,4.49816,2.25629,4.56247,0.20036
1768584031.25313,2.40976,4.43366,2.16660,4.60668,0.11495
1768584031.35001,2.32882,4.47329,2.07604,4.64908,0.02429
1768584031.45697,2.14487,4.61752,1.98465,4.68967,0.05171
1768584031.55047,2.04146,4.68754,1.89246,4.72842,0.05531
1768584031.65307,1.93429,4.66680,1.79952,4.76533,0.07549
1768584031.75355,1.82240,4.75655,1.70586,4.80036,0.03237
1768584031.85925,1.81408,4.73641,1.61152,4.83351,0.07425
1768584031.95001,1.77504,4.77340,1.51653,4.86478,0.11414
1768584032.06210,1.71358,4.78241,1.42094,4.89413,0.05994
1768584032.15090,1.48042,4.88676,1.32478,4.92157,0.04431
1768584032.25313,1.46511,4.89054,1.22809,4.94708,0.01240
1768584032.37218,1.31630,4.91253,1.13091,4.97065,0.11100
1768584032.45574,1.21011,4.89288,1.03328,4.99227,0.00705
1768584032.54853,1.13796,4.97034,0.93523,5.01194,0.03094
1768584032.65219,1.03155,5.02317,0.83681,5.02964,0.05461
1768584032.75032,0.89689,5.05083,0.73806,5.04537,0.10946
1768584032.85447,0.74779,5.09333,0.63901,5.05912,0.03281
1768584032.95496,0.71944,5.01835,0.53971,5.07089,0.05348
1768584033.06784,0.56488,5.02370,0.44019,5.08067,0.06159
1768584033.15135,0.43990,5.01908,0.34049,5.08845,0.09823
1768584033.25807,0.34468,5.05771,0.24066,5.09425,0.09397
1768584033.35781,0.33327,5.07829,0.14074,5.09804,0.08014
1768584033.44959,0.21941,5.08275,0.04075,5.09984,0.16980
1768584033.55735,0.21041,5.09274,-0.05924,5.09963,0.09934
1768584033.65921,0.13917,5.11333,-0.15922,5.09743,0.03869
1768584033.80706,-0.02718,5.12127,-0.25913,5.09322,0.14162
1768584033.85098,-0.11754,5.09601,-0.35893,5.08702,0.04718
1768584033.98547,-0.30627,5.09508,-0.45860,5.07883,0.12336
1768584034.06039,-0.33546,5.08634,-0.55807,5.06864,0.11257
1768584034.15506,-0.56867,5.10239,-0.65733,5.05646,0.04187
1768584034.26662,-0.61732,5.04412,-0.75632,5.04231,0.02456
1768584034.34814,-0.73716,5.05769,-0.85501,5.02617,0.09754
1768584034.46490,-0.75861,5.01130,-0.95335,5.00807,0.17761
1768584034.54878,-0.79092,5.07992,-1.05132,4.98800,0.15047
1768584034.64973,-0.90434,5.02025,-1.14886,4.96598,0.14498
1768584034.75047,-1.00415,4.97483,-1.24594,4.94201,0.03024
1768584034.84941,-1.14369,4.93618,-1.34253,4.91611,0.02227
1768584034.96969,-1.26221,4.95723,-1.43858,4.88827,0.06062
1768584035.05848,-1.40340,4.93765,-1.53405,4.85853,0.04198
1768584035.15485,-1.49241,4.86389,-1.62890,4.82688,0.11243
1768584035.25503,-1.51835,4.80643,-1.72311,4.79333,0.11272
1768584035.39257,-1.62165,4.84244,-1.81663,4.75792,0.02288
1768584035.45647,-1.79375,4.75714,-1.90941,4.72063,0.10900
1768584035.57090,-1.80832,4.76139,-2.00144,4.68150,0.14507
1768584035.66179,-1.86120,4.71864,-2.09266,4.64054,0.06811
